C_ANT,C_VIG,C_MAD,C_NMAD,C_REG,NOM_REG,C_DEPEND,DEPEN,PERTEN,TIPO,AMBITO,URGENCIA,CERTIFICA,DEPEN_A,NIVEL,NOMBRE,C_COM,NOM_COM,VIA,NUMERO,DIRECCION,FONO,F_INICIO,F_REAPER,SAPU,F_CAMBIO,TIPO_CAMB,LATITUD,LONGITUD,PRESTADOR,ESTADO,NIVEL_COM,MODALIDAD
10-760,110760,10-160,110160,13,Región Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,Perteneciente,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,NO,NO,Servicio de Salud,Primario,Centro Comunitario de Salud Familiar Curacaví,13503,Curacaví,Calle,1155,Manuel Rodríguez ,225745443,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.390794,-71.123844,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
10-775,110775,10-375,110375,13,Región Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,Perteneciente,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,NO,NO,Municipal,Primario,Centro Comunitario de Salud Familiar La Islita,13603,Isla de Maipo,Calle,279,El Maitén,225744381,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.735822,-70.862001,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
10-778,110778,10-378,110378,13,Región Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,Perteneciente,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,NO,NO,Municipal,Primario,Centro Comunitario de Salud Familiar Padre Demetrio Bravo,13501,Melipilla,Calle,60,Ignacio Carrera Pinto,225759850,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.678719,-71.206891,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
10-781,110781,10-378,110378,13,Región Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,Perteneciente,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,NO,NO,Municipal,Primario,Centro Comunitario de Salud Familiar Obispo Pablo Lizama,13501,Melipilla,Calle,2091,Guillermo Vera,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.678925,-71.232021,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
10-783,110783,10-380,110380,13,Región Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,Perteneciente,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,NO,NO,Municipal,Primario,Centro Comunitario de Salud Familiar Codigua,13501,Melipilla,Calle,688,Ruta G. Km. 8,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.760078,-71.327877,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
10-860,110860,10-360,110360,13,Región Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,Perteneciente,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Establecimiento de Salud,SI,NO,Municipal,Primario,SAR Renca,13128,Renca,Calle,4012,José Manuel Balmaceda,225745208,39814,No Aplica,No Aplica,42937,De Sapu a SAR,-33.4035,-70.702362,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
10-867,110867,10-366,110366,13,Región Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,Perteneciente,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SI,NO,Municipal,Primario,SAPU Santa Rosa de Chena,13604,Padre Hurtado,Calle,823,Teniente Sáenz Neira,228112246,39814,No Aplica,Largo,No Aplica,Sin cambio,-33.564063,-70.795882,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
10-891,110891,10-390,110390,13,Región Metropolitana de Santiago,10,Servicio de Salud Metropolitano Occidente,Perteneciente,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SI,NO,Municipal,Primario,SAPU Marcela Jacques Vargas,13601,Talagante,Calle,750,Francisco Chacón ,225919151,39814,No Aplica,Corto,No Aplica,Sin cambio,-33.663479,-70.929231,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-010,111010,No Aplica,No Aplica,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Dirección Servicio de Salud,Unidad de Atención,NO,NO,Servicio de Salud,No Aplica,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Central),13101,Santiago,Calle,381,Victoria Subercaseaux,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.437836,-70.643062,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-011,111011,11-010,111010,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Programa de Reparación y Atención Integral de Salud,Programa de Atención ,NO,NO,Servicio de Salud,No Aplica,PRAIS (S.S Metropolitano Central),13101,Santiago,Calle,381,Victoria Subercaseaux,Pendiente ,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.455718,-70.652722,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-030,111030,No Aplica,No Aplica,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Unidad de Salud Funcionarios ,Unidad de Atención,NO,NO,Servicio de Salud,Secundario,Unidad de Salud FuncionarioS.S Metropolitano Central,13101,Santiago,Calle,381,Victoria Subercaseaux,Pendiente ,44225,No Aplica,No Aplica,No Aplica,Sin cambio,-33.455718,-70.652722,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-204,111204,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Instituto Teletón Santiago,13106,Estación Central,Avenida,4620,Libertador Bernardo O'Higgins,227793565,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.456566,-70.699403,Privado,Vigente en operación ,Mediana Complejidad,Atención Abierta-Ambulatoria
11-206,111206,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,NO,NO,Privado,No Aplica,Clínica Los Coihues,13106,Estación Central,Calle,6561,Laguna Sur,224657900,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.452897,-70.705461,Privado,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
11-207,111207,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,NO,NO,Privado,No Aplica,Clínica Santa Inés,13101,Santiago,Calle,1840,Arturo Prat,225569036,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.47013,-70.64665,Privado,Vigente en operación ,Pendiente,Atención Cerrada-Hospitalaria
11-210,111210,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Hernández y Gutiérrez Ltda,13101,Santiago,Avenida,776,Libertador Bernardo O'Higgins,226388846,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.443284,-70.646988,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-211,111211,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,NO,NO,Privado,No Aplica,Clínica Central,13101,Santiago,Calle,231,San Isidro,224631400,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.44655,-70.64403,Privado,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
11-214,111214,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,NO,NO,Privado,No Aplica,Clínica Sierra Bella,13101,Santiago,Calle,1181,Sierra Bella,227501200,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.46268,-70.63555,Privado,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
11-217,111217,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro de Salud Diagnostiko Ltda,13101,Santiago,Calle,121,Victoria Subercaseaux,226328076,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.439095,-70.642253,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-218,111218,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro de Salud Omega,13101,Santiago,Avenida,727,Matucana,226813942,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.436962,-70.680018,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-219,111219,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,NO,NO,Privado,No Aplica,Clínica Santa Rosa,13101,Santiago,Calle,1503,Santa Rosa,226594300,39814,No Aplica,No Aplica,44019,Cambio de Nombre,-33.464904,-70.642647,Privado,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
11-221,111221,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,NO,NO,Privado,No Aplica,Clínica Juan Pablo II,13101,Santiago,Calle,1448,Santa Rosa,224835100,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.46365,-70.64262,Privado,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
11-224,111224,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro de Salud Vival Ltda.,13101,Santiago,Calle,843,Monjitas,226305500,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.436955,-70.648935,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-230,111230,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,SI,NO,Privado,Terciario,Clínica Hospital del Profesor,13106,Estación Central,Calle,4860,Alameda,227786412,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.457755,-70.702639,Privado,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
11-232,111232,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,NO,NO,Privado,No Aplica,Clínica Astra,13119,Maipú,Calle,21,Tristán Valdés,225343783,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.50567,-70.75697,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-263,111263,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro Integramédica,13101,Santiago,Calle,1147,Huérfanos,226923300,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.439526,-70.652881,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-267,111267,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro Médico Vida Integra Alameda,13101,Santiago,Calle,1620,Alameda,224107400,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.446412,-70.658798,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-269,111269,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro de Salud Vida Integra Bandera,13101,Santiago,Calle,101,Bandera,222333700,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.441929,-70.651903,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-274,111274,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro Integramédica Oeste,13102,Cerrillos,Avenida,1501,Américo Vespucio,228217200,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.516665,-70.717478,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-276,111276,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,NO,NO,Privado,No Aplica,Clínica UC Red de Salud UC CHRISTUS,13101,Santiago,Calle,40,Lira,223696000,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.442159,-70.641311,Privado,Vigente en operación ,Mediana Complejidad,Atención Cerrada-Hospitalaria
11-277,111277,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,NO,NO,Privado,No Aplica,Clínica Pedro Montt,13101,Santiago,Calle,779,Lord Cochrane,226886452,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.455205,-70.653762,Privado,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
11-278,111278,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro Integramédica Forestal,13101,Santiago,Calle,654,Alameda,223536800,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.443088,-70.645705,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-281,111281,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro Asistencial AChS Alameda,13106,Estación Central,Avenida,4227,Libertador Bernardo O'Higgins,228704200,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.454331,-70.694266,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-282,111282,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro Asistencial AChS Maipú,13119,Maipú,Avenida,2521,Pajaritos,223857400,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.504193,-70.757091,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-283,111283,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro Asistencial AChS Santiago,13101,Santiago,Calle,1428,Agustinas,225657200,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.441492,-70.656611,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-284,111284,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro Médico y Dental,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro Médico y Dental Megasalud Alameda,13101,Santiago,Avenida,1511,Libertador Bernardo O'Higgins,224257000,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.444915,-70.657657,Privado,Vigente en operación ,Mediana Complejidad,Atención Abierta-Ambulatoria
11-285,111285,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro Médico y Dental,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro Médico y Dental Megasalud Maipu,13119,Maipú,Calle,1770,Alberto Llona,224257400,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.511943,-70.7561,Privado,Vigente en operación ,Mediana Complejidad,Atención Abierta-Ambulatoria
11-286,111286,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro Médico y Dental,Establecimiento de Salud,NO,NO,Fuerzas Armadas y de Orden (FFAA),No Aplica,Centro Médico y Dental CAPREDENA,13101,Santiago,Avenida,284,Bulnes,224227828,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.449384,-70.652234,Fuerzas Armadas y de Orden,Vigente en operación ,Mediana Complejidad,Atención Abierta-Ambulatoria
11-288,111288,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro de Salud Mutual CChC Agustinas,13101,Santiago,Calle,1365,Agustinas,228765700,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.441165,-70.655942,Privado,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-289,111289,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro de Salud Mutual CChC Maipú,13119,Maipú,Calle,45,Esquina Blanca,228984928,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.510897,-70.754901,Privado,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-290,111290,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro Integramédica Estación Central,13106,Estación Central,Avenida,3466,Libertador Bernardo O'Higgins,224345500,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.45238,-70.682674,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-291,111291,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro Médico y Dental,Establecimiento de Salud,NO,NO,Privado,No Aplica,Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,13101,Santiago,Calle,70,Almirante Lorenzo Gotuzzo,223479000,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.442973,-70.655523,Privado,Vigente en operación ,Mediana Complejidad,Atención Abierta-Ambulatoria
11-292,111292,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Vacunatorio,Establecimiento de Salud,NO,NO,Privado,No Aplica,Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,13101,Santiago,Calle,350,Marcoleta,223543534,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.442163,-70.640257,Privado,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-293,111293,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Gendamería,No Aplica,Policlínico Institucional de Gendarmería de Chile - Santiago,13101,Santiago,Calle,1173,Artemio Gutiérrez,224826800,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.458241,-70.637759,Gendarmería,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-294,111294,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Gendamería,No Aplica,Establecimiento Penitenciario Santiago 1,13101,Santiago,Calle,1978,Nueva Centenario,979451228,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.475857,-70.656574,Gendarmería,Vigente en operación ,Baja Complejidad,Atención Cerrada-Hospitalaria
11-295,111295,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,SI,NO,Privado,Terciario,Red Salud Santiago ex Clínica Bicentenario,13106,Estación Central,Avenida,4850,Libertador Bernardo O'Higgins,229983435,39814,No Aplica,No Aplica,No Aplica,Cambio nombre de fantasía,-33.457336,-70.701792,Privado,Vigente en operación ,Alta Complejidad,Atención Cerrada-Hospitalaria
11-296,111296,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Fuerzas Armadas y de Orden (FFAA),No Aplica,Consultorio Escuela de formación policial de Carabineros de Chile,13102,Cerrillos,Calle,6655,Pedro Aguirre Cerda,229221415,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.497702,-70.708225,Fuerzas Armadas y de Orden,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-297,111297,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Clínica,Establecimiento de Salud,NO,NO,Privado,No Aplica,Clínica Bellolio,13119,Maipú,Calle,1735,Corregidor Zañartu,225501437,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.51122,-70.75455,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-298,111298,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Fuerzas Armadas y de Orden (FFAA),No Aplica,Centro de Salud Familiar Santiago Occidente de Carabineros de Chile,13106,Estación Central,Avenida,6701,Gladys,229122700,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.464796,-70.726975,Fuerzas Armadas y de Orden,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-299,111299,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,SEREMI Metropolitana de Santiago,No Perteneciente,Centro de Salud,Establecimiento de Salud,NO,NO,Privado,No Aplica,Integramédica Bandera,13101,Santiago,Calle,162,Bandera,226366666,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.441528,-70.652402,Privado,Vigente en operación ,Pendiente,Atención Abierta-Ambulatoria
11-300,111300,No Aplica,No Aplica,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,NO,Centro de Salud Familiar,Servicio de Salud,Primario,Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo,13101,Santiago,Calle,1323,Copiapó,800500357,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.455442,-70.652731,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-301,111301,No Aplica,No Aplica,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,NO,Centro de Salud Familiar,Servicio de Salud,Primario,Centro de Salud Familiar Nº 5,13101,Santiago,Calle,98,Unión Latinoamericana ,225748400,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.45118,-70.673769,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-302,111302,No Aplica,No Aplica,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,NO,Centro de Salud Familiar,Servicio de Salud,Primario,Centro de Salud Familiar Padre Vicente Irarrázabal,13106,Estación Central,Calle,1854,21 de Mayo ,225746400,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.47284,-70.691894,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-303,111303,No Aplica,No Aplica,13,Región Metropolitana de Santiago,13,Servicio de Salud Metropolitano Sur,Perteneciente,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,NO,Centro de Salud Familiar,Municipal,Primario,Centro de Salud Familiar Lo Valledor Norte,13121,Pedro Aguirre Cerda,Avenida,4000,Central,225747700,39814,No Aplica,No Aplica,No Aplica,Cambia a dependencia SS Metropolitano Sur,-33.488282,-70.686377,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-304,111304,No Aplica,No Aplica,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,NO,Centro de Salud Familiar,Servicio de Salud,Primario,Centro de Salud Familiar Maipú,13119,Maipú,Avenida,2470,Ramón Freire ,800500354,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.504315,-70.75815,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-305,111305,No Aplica,No Aplica,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,NO,Centro de Salud Familiar,Servicio de Salud,Primario,Centro de Salud Familiar Dr. Norman Voulliéme,13102,Cerrillos,Calle,6376,Salomón Sack ,225746650,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.49331,-70.719201,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-306,111306,No Aplica,No Aplica,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,NO,Centro de Salud Familiar,Servicio de Salud,Primario,Centro de Salud Familiar San José de Chuchunco,13106,Estación Central,Calle,6025,Coihaique,225746800,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.473682,-70.705982,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-307,111307,No Aplica,No Aplica,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,NO,Centro de Salud Familiar,Servicio de Salud,Primario,Centro de Salud Familiar Enfermera Sofía Pincheira,13102,Cerrillos,Avenida,7590,Las Torres,225747800,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.501479,-70.733545,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-308,111308,No Aplica,No Aplica,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,NO,Centro de Salud Familiar,Servicio de Salud,Primario,Centro de Salud Familiar Dr. José Eduardo Ahués Salame,13119,Maipú,Avenida,2200,Independencia ,225742750,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.505433,-70.774352,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
11-309,111309,No Aplica,No Aplica,13,Región Metropolitana de Santiago,11,Servicio de Salud Metropolitano Central,Perteneciente,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,NO,Centro de Salud Familiar,Servicio de Salud,Primario,Centro de Salud Familiar Dra. Ana María Juricic,13119,Maipú,Calle,1841,El Conquistador ,225144154,39814,No Aplica,No Aplica,No Aplica,Sin cambio,-33.514065,-70.796603,Público ,Vigente en operación ,Baja Complejidad,Atención Abierta-Ambulatoria
